Keyword,Reason-to_Flag,Country_Code,Valid_Country_Codes,Country,Compliance _Region
Vitaccino coffee,Prohibited Supplement Products,ALL,,,
Vitaccino coffee - sibutramine,Prohibited Supplement Products,ALL,,,
Vitaccino coffee – sibutramine,Prohibited Supplement Products,ALL,,,
Vitalikor,Tainted Products,ALL,,,
Vitalikor Fast Acting,Sexual Enhancement Products - prohibited,ALL,,,
Vitamin A,"Int'l - Canada Restrictions - over 10,000 IU or 3,000 mcg",CA,,,
Vitamin A,Int'l Brazil - Prohibited Ingredient - Maximum allowed dose: 2623 mcg,BR,,,
Vitamin A,UK Safe Upper Level (Voluntary guideline based on EVM 2003 report) = 1500µg RE. Source: Section 2.2 https://www.gov.uk/government/publications/nutrition-legislation-information-sources/nutrition-legislation-information-sheet--2 ,UK,,,
Vitamin B Complex,Restricted based on vitamin dosages - review daily intakes - supplements ,UK,,,
vitamin B12,DE - supplements - daily concentration > 500μg (micrograms),DE,,,
Vitamin B12,Int'l Brazil - Prohibited Ingredient - Maximum allowed dose: 9.94 mcg,BR,,,
Vitamin B6,Int'l Brazil - Prohibited Ingredient - Maximum allowed dose: 98.6 mg,BR,,,
Vitamin C,Int'l Brazil - Prohibited Ingredient - Maximum allowed dose: 1916 mg,BR,,,
Vitamin C,UK Safe Upper Level (Voluntary guideline based on EVM 2003 report) = 1000mg. Source: Section 2.2 https://www.gov.uk/government/publications/nutrition-legislation-information-sources/nutrition-legislation-information-sheet--2 ,UK,,,
Vitamin D,German Federal Institute for Risk Assessment (BfR) recommends max. daily intake of 20 µg,DE,,,
Vitamin D,Int'l - Canada Restrictions - over 1000 IU or 25 mcg,CA,,,
Vitamin D,Int'l Brazil - Restriction - Maximum allowed dose: 2000 IU,BR,,,
Vitamin D,"Supplements - NHS, daily limit for adults: 100 micrograms (4,000 IU); children: 50 micrograms (2,000 IU) a day; Infants under 12 months: 25 micrograms (1,000 IU) a day. Amazon reflects the NHS guidance.",UK,,,
Vitamin D,UK Safe Upper Level (Voluntary guideline based on EVM 2003 report) = 25µg (subject to change to 100µg due to challenge by UK trade associations). Source: Section 2.2 https://www.gov.uk/government/publications/nutrition-legislation-information-sources/nutrition-legislation-information-sheet--2 ,UK,,,
Vitamin D3,"Supplements - maximum daily dose on Amazon.de is 1,000 IU/IE",DE,,,
Vitamin E,Int'l Brazil - Prohibited Ingredient - Maximum allowed dose: 1000 mg,BR,,,
Vitamin E,UK Safe Upper Level (Voluntary guideline based on EVM 2003 report) = 540mg α-TE. Source: Section 2.2 https://www.gov.uk/government/publications/nutrition-legislation-information-sources/nutrition-legislation-information-sheet--2 ,UK,,,
Vitamin K,Int'l - Canada Restrictions - over 120 mcg,CA,,,
Vitamin K,"Int'l - UK - may contain up to 0.045 mg vitamin K (either as K1 or K2) for general consumption and 0.20 mg in supplements intended for women from pre-conception to nursing. (injectible, prescription drug)",UK,,,
Vitamin K,Int'l Brazil - Prohibited Ingredient - Maximum allowed dose: 149.06 mcg,BR,,,
Vitamin K,UK Safe Upper Level (Voluntary guideline based on EVM 2003 report) = 1000µg. Source: Section 2.2 https://www.gov.uk/government/publications/nutrition-legislation-information-sources/nutrition-legislation-information-sheet--2 ,UK,,,
Vitamin PP,Int'l - UK prohibits,UK,,,
Vitamina A,(Beta carotene as the sole source) IT Maximum daily allowance = 7.5mg. Source: Italian Ministry of Health (Sept 2021),IT,,,
Vitamina A,(Total Retinol Equivalent) IT Maximum daily allowance = 1200 mcg. Source: Italian Ministry of Health (Sept 2021),IT,,,
vitamina C,IT Maximum daily allowance = 1000 mg. Source: Italian Ministry of Health (Sept 2021),IT,,,
vitamina D,IT Maximum daily allowance = 50 mcg. Source: Italian Ministry of Health (Sept 2021),IT,,,
vitamina E,IT Maximum daily allowance = 60 mg. Source: Italian Ministry of Health (Sept 2021),IT,,,
vitamina K,IT Maximum daily allowance = 200 mcg. Source: Italian Ministry of Health (Sept 2021),IT,,,
VitaMineral Earth,Prohibited Supplement Products,ALL,,,
VitaMineral Green,Prohibited Supplement Products,ALL,,,
Vitamist,"Products that have been the Subject of Criminal Enforcement, Injunctions, Seizures or Warning Letters",ALL,,,
Vitamist Spray,"Products that have been the Subject of Criminal Enforcement, Injunctions, Seizures or Warning Letters",ALL,,,
Vitapril,Prohibited Supplement Products,ALL,,,
Vitrix,Int'l Brazil - Prohibited Ingredient,BR,,,
Vmaxx Rx,Tainted Products,ALL,,,
VNS 9 Xtreme,Tainted Products,ALL,,,
VNS-9 Xtreme,Steroid Products are prohibited,ALL,,,
Volcano Male,Prohibited Supplement Products,ALL,,,
VolumePills,Sexual Enhancement Products - prohibited,ALL,,,
Vospire ER,Prescription Drugs & Ingredients - cannot be sold,ALL,,,
VOTED BEST COMFORT,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
VOTED_BEST_COMFORT,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
VOTED-BEST-COMFORT,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
VOTED*BEST*COMFORT,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
VPRX Oil,Sexual Enhancement Products - prohibited,ALL,,,
VRE,CDC Diseases - analyze to see if this is a claim,ALL,,,
VRSA,CDC Diseases - analyze to see if this is a claim,ALL,,,
Vswiss,Sexual Enhancement Products - prohibited,ALL,,,
Vulvar Cancer,CDC Diseases - analyze to see if this is a claim,ALL,,,
Vulvovaginal Candidiasis,CDC Diseases - analyze to see if this is a claim,ALL,,,
VVC,CDC Diseases - analyze to see if this is a claim,ALL,,,
VX-O,Unapproved Remedies for Cancer,ALL,,,
Vyristic Immune Support,Unapproved Remedies for Sexually Transmitted Diseases,ALL,,,
Vytorin,Prescription Drugs & Ingredients - cannot be sold,ALL,,,
Vyvanse,Prescription Drugs & Ingredients - cannot be sold,ALL,,,
VZ,CDC Diseases - analyze to see if this is a claim,ALL,,,
VZV,CDC Diseases - analyze to see if this is a claim,ALL,,,
W.-W,Prohibited Supplement Products,ALL,,,
W.A.G. Sex with a Grudge,Prohibited Supplement Products,ALL,,,
Waist Strength Formula,Prohibited Supplement Products,ALL,,,
Waist Strength Formula - sibutramine,Prohibited Supplement Products,ALL,,,
Waist Strength Formula – sibutramine,Prohibited Supplement Products,ALL,,,
"Walgreens ""Finest Nutrition"" Echinacea",Prohibited Supplement Products,ALL,,,
"Walgreens ""Finest Nutrition"" Garlic",Prohibited Supplement Products,ALL,,,
"Walgreens ""Finest Nutrition"" Gingko Biloba",Prohibited Supplement Products,ALL,,,
"Walgreens ""Finest Nutrition"" Ginseng",Prohibited Supplement Products,ALL,,,
"Walgreens ""Finest Nutrition"" St. John's Wort",Prohibited Supplement Products,ALL,,,
Walkman,Trademark Terms,ALL,,,
wall germander,Int'l - Canada prohibits,CA,,,
wall germander,Int'l - UK prohibits,UK,,,
"Walmart ""Spring Valley"" Echinacea",Prohibited Supplement Products,ALL,,,
"Walmart ""Spring Valley"" Garlic",Prohibited Supplement Products,ALL,,,
"Walmart ""Spring Valley"" Gingko Biloba",Prohibited Supplement Products,ALL,,,
"Walmart ""Spring Valley"" Ginseng",Prohibited Supplement Products,ALL,,,
"Walmart ""Spring Valley"" Saw Palmetto",Prohibited Supplement Products,ALL,,,
"Walmart ""Spring Valley"" St. John's Wort",Prohibited Supplement Products,ALL,,,
Warfarin,"California Proposition 65 - if offering in the US, be sure to include proper indications (provided by the manufacturer) in the master file, if in other marketplace, look at local regulations",ALL,,,
Warfarin Potassium,Prescription Drugs & Ingredients - cannot be sold,ALL,,,
Warfarin Sodium,Prescription Drugs & Ingredients - cannot be sold,ALL,,,
warranty,Only prohibited if there are terms of exclusivity; any guarantee on the detail page must apply equally to all sellers,ALL,,,
"Warrior Force ""Warrior Core Foundation"" and ""TruGanic""",Prohibited Supplement Products,ALL,,,
"Warrior Force ""Warrior Endurance""",Prohibited Supplement Products,ALL,,,
"Warrior Force ""Warrior Greens"" Vegan Caps",Prohibited Supplement Products,ALL,,,
Wart Dx,Unapproved Remedies for Sexually Transmitted Diseases,ALL,,,
Wartrol,Unapproved Remedies for Sexually Transmitted Diseases,ALL,,,
WatchKit,Trademark Terms,ALL,,,
watchOS,Trademark Terms,ALL,,,
water germander,Int'l - Canada prohibits,CA,,,
water germander,Int'l - UK prohibits,UK,,,
Water Horehound,Int'l - Ireland prohibits,UK,,,
WaveBurner,Trademark Terms,ALL,,,
WaveRunner,Trademark Terms,ALL,,,
WebObjects,Trademark Terms,ALL,,,
WebScript,Trademark Terms,ALL,,,
website,Can't redirect traffic to other pages,ALL,,,
Weekend King,Sexual Enhancement Products - prohibited,ALL,,,
Weekend Prince,Sexual Enhancement Products - prohibited,ALL,,,
Weekend Warrior,Sexual Enhancement Products - prohibited,ALL,,,
Weight ,"Referring to body weight. Weight loss/management claim. Amazon will require the verification of this product through a third-party Testing, Inspection, and Certification.",US,,,
Weight loss,Int'l - Ireland prohibits,UK,,,
Weight loss,"Weight loss/management claim. Amazon will require the verification of this product through a third-party Testing, Inspection, and Certification.",US,,,
Weight management,"Weight loss/management claim. Amazon will require the verification of this product through a third-party Testing, Inspection, and Certification.",US,,,
Weightloss,Int'l - Ireland prohibits,UK,,,
West Nile Virus,Products that require a prescription or a medical professional's supervision or direction for their use - not allowed|CDC Diseases - avoid claims ,ALL,,,
Whacked out,Ephedra Products - not allowed to be sold,ALL,,,
whale,"Shark, whale, porpoise, dolphin products are prohibited",ALL,,,
Whatzup,Sexual Enhancement Products - prohibited,ALL,,,
Whey,Int'l - UK prohibits,UK,,,
Whey protein (for personal consumption),Int'l - UK prohibits,UK,,,
Whin,Int'l - Ireland prohibits,UK,,,
Whipworm,CDC Diseases - analyze to see if this is a claim,ALL,,,
White Dove,Bath Salts/Plant Food,US,,,
White Hellebore,Int'l - UK prohibits,UK,,,
White Lightning,Tainted Products,ALL,,,
White Peony,Int'l - Ireland prohibits,UK,,,
White phosphorus,"""List I"" chemicals or their derivatives as designated by the Drug Enforcement Administration (DEA)",ALL,,,
White Predator,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Whitehorn,Int'l - Ireland prohibits,UK,,,
Whitmore,CDC Diseases - analyze to see if this is a claim,ALL,,,
Whooping Cough,CDC Diseases - analyze to see if this is a claim,ALL,,,
Wicked Pre-Workout,Int'l Brazil - Prohibited Ingredient,BR,,,
Wild Dagga,Herbal Product that is restricted by Amazon,ALL,,,
Wild Hops root,Int'l - Ireland prohibits,UK,,,
Wild Lemon,Int'l - UK prohibits,UK,,,
Wild Liquorice,Int'l - Ireland prohibits,UK,,,
Wild Nep root,Int'l - Ireland prohibits,UK,,,
Wild Rosemary,Int'l - Ireland prohibits,UK,,,
Wild Sexx,Prohibited Supplement Products,ALL,,,
Wild Vine root,Int'l - Ireland prohibits,UK,,,
Wild Woodbine,Int'l - Ireland prohibits,UK,,,
Wild Yam Cream,Unapproved Remedies for Cancer,ALL,,,
Winabol,Tainted Products,ALL,,,
Winnebago,Trademark Terms,ALL,,,
Winstrol,"""Legal"" Steroids: not allowed",ALL,,,
Winter cherry,Int'l - Ireland prohibits - case-by-case,UK,,,
wintergreen oil,Int'l - Canada prohibits - internal use,CA,,,
wintergreen oil,Int'l - UK prohibits,UK,,,
Wired Cigarette Paper,Drug Paraphernalia not allowed to be sold,ALL,,,
wired cigarette papers,Int'l - Ireland prohibits,UK,,,
Wite-Out,Trademark Terms,ALL,,,
with Otulet FREE Gift,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
With Our Shop Original Product Description,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
With Quality,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
with_Otulet_FREE_Gift,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
With_Our_Shop_Original_Product_Description,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
With_Quality,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
with-Otulet-FREE-Gift,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
With-Our-Shop-Original-Product-Description,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
With-Quality,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
with*Otulet*FREE*Gift,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
With*Our*Shop*Original*Product*Description,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
With*Quality,Amazon Europe promotional and/or restricted phrases in titles which will lead to search suppression of the listing: https://sellercentral.amazon.co.uk/help/hub/reference/GYTR6SYGFA5E3EQC?mons_sel_mkid=amzn1.mp.o.A1F83G8C2ARO7P&mons_sel_mcid=amzn1.merchant.o.A2B7WB2XMX2L4V&mons_sel_persist=true,ALL,,,
Withania somnifera,Int'l - Ireland prohibits,UK,,,
Withania somnifera,Banned substance in Brazil & Japan (see legit script),BR,,,
Withania somnifera,Banned substance in Brazil & Japan (see legit script),JP,,,
Withania somnifera (Ashwaganda),This is on the national banned or restricted list for Spain,ES,,,
WNV,CDC Diseases - analyze to see if this is a claim,ALL,,,
